Clt,Joueur,Nation,Pos,Équipe,Comp,Âge,Naissance,90,Buts,Tirs,TC,TC%,Tir/90,TC/90,B/Tir,B/TC,Dist,CF,PénM,PénT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matchs
2171,Pascal Stenzel\99f7e9aa,de GER,DF,Stuttgart,de Bundesliga,25-279,1996,1.6,0,2,1,50.0,1.22,0.61,0.00,0.00,24.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
2172,Jack Stephens\6adbc307,eng ENG,DF,Southampton,eng Premier League,27-331,1994,5.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2173,Raheem Sterling\b400bde0,eng ENG,AT,Manchester City,eng Premier League,27-016,1994,10.2,5,29,13,44.8,2.85,1.28,0.14,0.31,14.7,0,1,1,5.4,4.6,0.16,-0.4,-0.6,Matchs
2174,Angelo Stiller\3b1ed320,de GER,MT,Hoffenheim,de Bundesliga,20-264,2001,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,15.8,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matchs
2175,Lars Stindl\7cd6badb,de GER,MTAT,M'Gladbach,de Bundesliga,33-120,1988,12.4,2,26,8,30.8,2.09,0.64,0.08,0.25,17.5,1,0,2,5.1,3.6,0.14,-3.1,-1.6,Matchs
2176,Kevin Stöger\e5649a78,at AUT,MT,Mainz 05,de Bundesliga,28-119,1993,1.9,1,8,4,50.0,4.21,2.11,0.13,0.25,21.4,1,0,0,1.0,1.0,0.13,0.0,0.0,Matchs
2177,Petar Stojanović\13b44b02,si SVN,DF,Empoli,it Serie A,26-078,1995,15.4,1,7,3,42.9,0.45,0.19,0.14,0.33,19.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matchs
2178,John Stones\5eecec3d,eng ENG,DF,Manchester City,eng Premier League,27-210,1994,4.6,1,3,2,66.7,0.65,0.44,0.33,0.50,8.0,0,0,0,0.8,0.8,0.28,+0.2,+0.2,Matchs
2179,Thomas Strakosha\339fe0e8,al ALB,GB,Lazio,it Serie A,26-280,1995,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2180,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,it Serie A,31-152,1990,10.4,0,9,2,22.2,0.87,0.19,0.00,0.00,13.6,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matchs
2181,Dávid Strelec\2cb9486d,sk SVK,AT,Spezia,it Serie A,20-264,2001,4.8,1,5,4,80.0,1.04,0.84,0.20,0.25,15.9,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matchs
2182,Tobias Strobl\17780d2b,de GER,MTDF,Augsburg,de Bundesliga,31-226,1990,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,17.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
2183,Kevin Strootman\ef2e5e1a,nl NED,MT,Cagliari,it Serie A,31-314,1990,7.1,0,1,0,0.0,0.14,0.00,0.00,,15.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
2184,Pascal Struijk\f4d296e4,nl NED,DFMT,Leeds United,eng Premier League,22-135,1999,9.3,0,2,0,0.0,0.21,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matchs
2185,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,it Serie A,30-306,1991,7.6,0,9,4,44.4,1.18,0.53,0.00,0.00,17.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matchs
2186,Leo Štulac\92948398,si SVN,MT,Empoli,it Serie A,27-089,1994,5.8,1,3,1,33.3,0.51,0.17,0.33,1.00,25.6,1,0,0,0.1,0.1,0.03,+0.9,+0.9,Matchs
2187,Stefano Sturaro\2334478a,it ITA,MT,Genoa,it Serie A,28-290,1993,9.7,0,5,0,0.0,0.52,0.00,0.00,,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matchs
2188,Damián Suárez\ba5004e1,uy URU,DFMT,Getafe,es La Liga,33-241,1988,14.4,0,9,2,22.2,0.63,0.14,0.00,0.00,24.9,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matchs
2189,Denis Suárez\12c50af5,es ESP,MT,Celta Vigo,es La Liga,27-352,1994,13.8,2,13,5,38.5,0.94,0.36,0.15,0.40,20.3,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matchs
2190,Luis Suárez\a6154613,uy URU,AT,Atlético Madrid,es La Liga,34-334,1987,11.7,7,26,13,50.0,2.21,1.11,0.23,0.46,15.2,1,1,1,4.9,4.1,0.16,+2.1,+1.9,Matchs
2191,Mario Suárez\7106f0a0,es ESP,DFMT,Rayo Vallecano,es La Liga,34-303,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2192,Isaac Success\f573a8bf,ng NGA,ATMT,Udinese,it Serie A,25-351,1996,3.5,1,7,5,71.4,2.00,1.43,0.14,0.20,13.3,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matchs
2193,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,de Bundesliga,26-112,1995,10.7,0,11,4,36.4,1.02,0.37,0.00,0.00,20.9,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matchs
2194,Kamaldeen Sulemana\a62f8bf1,gh GHA,MTAT,Rennes,fr Ligue 1,19-312,2002,11.0,4,26,8,30.8,2.36,0.73,0.15,0.50,19.9,0,0,0,2.6,2.6,0.10,+1.4,+1.4,Matchs
2195,Crysencio Summerville\df04eb4b,nl NED,MTAT,Leeds United,eng Premier League,20-055,2001,1.4,0,2,0,0.0,1.48,0.00,0.00,,11.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matchs
2196,Suso\4e219ad2,es ESP,AT,Sevilla,es La Liga,28-035,1993,4.3,0,6,2,33.3,1.41,0.47,0.00,0.00,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
2197,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,it Serie A,21-357,2000,4.4,0,3,0,0.0,0.68,0.00,0.00,,15.0,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matchs
2198,Mattias Svanberg\92d83c27,se SWE,MT,Bologna,it Serie A,22-353,1999,15.8,3,25,9,36.0,1.58,0.57,0.12,0.33,19.7,1,0,0,1.3,1.3,0.05,+1.7,+1.7,Matchs
2199,Michael Svoboda\8abd174d,at AUT,DF,Venezia,it Serie A,23-070,1998,6.0,0,2,0,0.0,0.33,0.00,0.00,,7.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matchs
2200,Mamadou Sylla\e5ec95f8,sn SEN,AT,Alavés,es La Liga,27-279,1994,4.2,0,2,0,0.0,0.48,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matchs
2201,Ádám Szalai\53e07d0b,hu HUN,AT,Mainz 05,de Bundesliga,34-015,1987,2.8,1,9,3,33.3,3.23,1.08,0.11,0.33,13.5,0,0,0,1.0,1.0,0.11,0.0,0.0,Matchs
2202,Wojciech Szczęsny\01b8a2b2,pl POL,GB,Juventus,it Serie A,31-250,1990,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2203,Dominik Szoboszlai\934e1968,hu HUN,ATMT,RB Leipzig,de Bundesliga,21-060,2000,10.9,3,25,10,40.0,2.30,0.92,0.12,0.30,21.6,5,0,1,3.4,2.6,0.10,-0.4,+0.4,Matchs
2204,Jakob Sørensen\953c30b0,dk DEN,DFMT,Norwich City,eng Premier League,23-296,1998,1.9,0,3,1,33.3,1.59,0.53,0.00,0.00,6.5,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matchs
2205,Alexander Sørloth\e92cd3f7,no NOR,AT,Real Sociedad,es La Liga,26-019,1995,6.1,1,11,3,27.3,1.81,0.49,0.09,0.33,10.0,0,0,0,2.2,2.2,0.20,-1.2,-1.2,Matchs
2206,Tachi\8b625720,es ESP,DF,Alavés,es La Liga,24-105,1997,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2207,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,de Bundesliga,25-316,1996,17.0,0,8,0,0.0,0.47,0.00,0.00,,11.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matchs
2208,Waniss Taibi\95192fe4,fr FRA,MTDF,Angers,fr Ligue 1,19-292,2002,1.1,0,1,0,0.0,0.93,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matchs
2209,Flavien Tait\a0f9b535,fr FRA,MT,Rennes,fr Ligue 1,28-325,1993,14.5,2,25,8,32.0,1.72,0.55,0.08,0.25,21.1,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Matchs
2210,Adrien Tameze\8da74c05,cm CMR,MTDF,Hellas Verona,it Serie A,27-323,1994,12.2,2,8,3,37.5,0.66,0.25,0.25,0.67,20.0,0,0,0,0.4,0.4,0.05,+1.6,+1.6,Matchs
2211,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,eng Premier League,22-268,1999,5.6,0,3,1,33.3,0.54,0.18,0.00,0.00,9.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matchs
2212,Renato Tapia\34269bdf,pe PER,MT,Celta Vigo,es La Liga,26-149,1995,11.7,0,10,3,30.0,0.85,0.26,0.00,0.00,23.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matchs
2213,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,de Bundesliga,22-325,1999,7.7,1,2,1,50.0,0.26,0.13,0.50,1.00,12.8,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matchs
2214,Florian Tardieu\ed39121c,fr FRA,MT,Troyes,fr Ligue 1,29-246,1992,11.2,0,9,3,33.3,0.80,0.27,0.00,0.00,29.2,3,0,0,0.3,0.3,0.03,-0.3,-0.3,Matchs
2215,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,eng Premier League,26-097,1995,13.9,1,5,1,20.0,0.36,0.07,0.20,1.00,14.1,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matchs
2216,James Tarkowski\15ea812b,eng ENG,DF,Burnley,eng Premier League,29-035,1992,14.0,1,12,4,33.3,0.86,0.29,0.08,0.25,8.4,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matchs
2217,Ciprian Tătărușanu\b056e3da,ro ROU,GB,Milan,it Serie A,35-318,1986,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2218,Niklas Tauer\27270af4,de GER,MTDF,Mainz 05,de Bundesliga,20-310,2001,2.8,0,2,2,100.0,0.70,0.70,0.00,0.00,19.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matchs
2219,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,eng Premier League,21-332,2000,6.9,0,14,1,7.1,2.02,0.14,0.00,0.00,20.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matchs
2220,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,eng Premier League,28-097,1993,14.0,0,3,0,0.0,0.21,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
2221,Loum Tchaouna\a3c8b4d3,fr FRA,MTAT,Rennes,fr Ligue 1,18-107,2003,0.3,0,1,1,100.0,3.21,3.21,0.00,0.00,8.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matchs
2222,Warren Tchimbembé\93b8f9f4,cg CGO,MT,Metz,fr Ligue 1,23-247,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2223,Aurélien Tchouaméni\4f255115,fr FRA,MT,Monaco,fr Ligue 1,21-331,2000,16.2,1,31,4,12.9,1.91,0.25,0.03,0.25,20.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4,Matchs
2224,Mathys Tel\829aa60c,fr FRA,AT,Rennes,fr Ligue 1,16-241,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2225,Jordan Tell\4f093689,fr FRA,AT,Clermont Foot,fr Ligue 1,24-197,1997,1.7,0,3,0,0.0,1.76,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matchs
2226,Nathan Tella\f1e94cd6,eng ENG,MTAT,Southampton,eng Premier League,22-172,1999,5.0,0,9,4,44.4,1.81,0.81,0.00,0.00,19.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matchs
2227,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,eng Premier League,29-009,1992,4.2,0,3,1,33.3,0.71,0.24,0.00,0.00,23.6,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matchs
2228,Cristian Tello\72a99e38,es ESP,ATMT,Betis,es La Liga,30-135,1991,3.7,0,12,1,8.3,3.27,0.27,0.00,0.00,20.4,2,0,0,1.0,1.0,0.08,-1.0,-1.0,Matchs
2229,Marc-André ter Stegen\6f51e382,de GER,GB,Barcelona,es La Liga,29-238,1992,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2230,Pietro Terracciano\e1b0a70d,it ITA,GB,Fiorentina,it Serie A,31-291,1990,14.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2231,Martin Terrier\5148dcc5,fr FRA,ATMT,Rennes,fr Ligue 1,24-295,1997,13.7,9,37,20,54.1,2.70,1.46,0.24,0.45,13.9,0,0,0,5.4,5.4,0.15,+3.6,+3.6,Matchs
2232,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,it Serie A,22-129,1999,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2233,Robert Tesche\037130ca,de GER,MT,Bochum,de Bundesliga,34-211,1987,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2234,Tanner Tessmann\ac277993,us USA,MT,Venezia,it Serie A,20-091,2001,4.8,0,7,2,28.6,1.47,0.42,0.00,0.00,14.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matchs
2235,Cedric Teuchert\f956479d,de GER,MTAT,Union Berlin,de Bundesliga,24-344,1997,1.2,0,3,1,33.3,2.57,0.86,0.00,0.00,14.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matchs
2236,Arthur Theate\df8d6029,be BEL,DF,Bologna,it Serie A,21-213,2000,12.4,2,13,4,30.8,1.05,0.32,0.15,0.50,14.5,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Matchs
2237,Jan Thielmann\fd53759d,de GER,MTAT,Köln,de Bundesliga,19-212,2002,6.6,0,7,2,28.6,1.06,0.30,0.00,0.00,26.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matchs
2238,Sada Thioub\f4bc42b1,sn SEN,MT,Angers,fr Ligue 1,26-206,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2239,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,eng Premier League,20-197,2001,8.0,0,2,0,0.0,0.25,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matchs
2240,Romain Thomas\275e2c51,fr FRA,DF,Angers,fr Ligue 1,33-195,1988,18.0,2,8,4,50.0,0.44,0.22,0.25,0.50,8.2,0,0,0,1.0,1.0,0.13,+1.0,+1.0,Matchs
2241,Adrien Thomasson\c76b7567,fr FRA,MT,Strasbourg,fr Ligue 1,28-014,1993,13.1,6,27,10,37.0,2.06,0.76,0.22,0.60,15.3,0,0,0,5.0,5.0,0.19,+1.0,+1.0,Matchs
2242,Erik Thommy\df8e7b62,de GER,ATDF,Stuttgart,de Bundesliga,27-126,1994,0.9,0,3,1,33.3,3.51,1.17,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
2243,Morten Thorsby\d1b49282,no NOR,MT,Sampdoria,it Serie A,25-233,1996,16.3,2,17,6,35.3,1.05,0.37,0.12,0.33,12.1,0,0,0,2.3,2.3,0.14,-0.3,-0.3,Matchs
2244,Thuler\db23d9fc,br BRA,DF,Montpellier,fr Ligue 1,22-289,1999,6.1,0,1,0,0.0,0.16,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matchs
2245,Marcus Thuram\6f8cd6d0,fr FRA,ATMT,M'Gladbach,de Bundesliga,24-140,1997,4.8,0,12,0,0.0,2.51,0.00,0.00,,12.3,0,0,0,1.9,1.9,0.16,-1.9,-1.9,Matchs
2246,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MT,Nice,fr Ligue 1,20-273,2001,8.2,1,5,1,20.0,0.61,0.12,0.20,1.00,21.3,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matchs
2247,Alexis Tibidi\ca6f4846,fr FRA,ATDF,Stuttgart,de Bundesliga,18-051,2003,1.0,0,2,0,0.0,1.91,0.00,0.00,,13.4,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matchs
2248,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,ATMT,Metz,fr Ligue 1,22-295,1999,1.5,0,2,1,50.0,1.33,0.67,0.00,0.00,18.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matchs
2249,Youri Tielemans\56f7a928,be BEL,MT,Leicester City,eng Premier League,24-231,1997,11.8,5,28,9,32.1,2.36,0.76,0.14,0.44,23.3,0,1,1,2.9,2.2,0.08,+2.1,+1.8,Matchs
2250,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,eng Premier League,24-202,1997,11.3,0,10,4,40.0,0.89,0.35,0.00,0.00,22.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matchs
2251,Steffen Tigges\6b8887c2,de GER,AT,Dortmund,de Bundesliga,23-146,1998,1.2,2,2,2,100.0,1.71,1.71,1.00,1.00,7.9,0,0,0,0.1,0.1,0.06,+1.9,+1.9,Matchs
2252,Malik Tillman\a5420709,de GER,ATMT,Bayern Munich,de Bundesliga,19-210,2002,0.2,0,1,1,100.0,4.09,4.09,0.00,0.00,13.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matchs
2253,Timothy Tillman\a5bea1fb,de GER,MT,Greuther Fürth,de Bundesliga,22-354,1999,7.2,1,10,4,40.0,1.40,0.56,0.10,0.25,18.2,0,0,0,1.0,1.0,0.10,0.0,0.0,Matchs
2254,David Timor\174651c8,es ESP,MT,Getafe,es La Liga,32-068,1989,3.8,0,8,0,0.0,2.11,0.00,0.00,,29.7,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matchs
2255,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,fr Ligue 1,21-359,1999,17.7,1,14,5,35.7,0.79,0.28,0.07,0.20,7.9,0,0,0,2.2,2.2,0.18,-1.2,-1.2,Matchs
2256,Karl Toko Ekambi\5ceba7fc,cm CMR,AT,Lyon,fr Ligue 1,29-101,1992,13.6,5,34,17,50.0,2.49,1.25,0.09,0.18,15.6,0,2,2,6.4,4.9,0.15,-1.4,-1.9,Matchs
2257,Corentin Tolisso\652d4c37,fr FRA,MT,Bayern Munich,de Bundesliga,27-143,1994,4.1,0,6,0,0.0,1.45,0.00,0.00,,17.8,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matchs
2258,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,it Serie A,27-138,1994,12.1,0,1,1,100.0,0.08,0.08,0.00,0.00,32.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matchs
2259,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,it Serie A,31-075,1990,10.4,1,5,2,40.0,0.48,0.19,0.20,0.50,11.2,0,0,0,0.8,0.8,0.17,+0.2,+0.2,Matchs
2260,Raúl de Tomás\02ef8778,es ESP,AT,Espanyol,es La Liga,27-068,1994,16.6,8,56,22,39.3,3.37,1.32,0.11,0.27,16.8,3,2,2,7.3,5.7,0.10,+0.7,+0.3,Matchs
2261,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,eng Premier League,23-049,1998,14.4,0,9,2,22.2,0.63,0.14,0.00,0.00,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matchs
2262,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,it Serie A,23-049,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2263,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,eng Premier League,32-270,1989,5.0,1,3,2,66.7,0.60,0.40,0.33,0.50,11.9,0,0,0,0.5,0.5,0.18,+0.5,+0.5,Matchs
2264,Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,it Serie A,24-005,1997,16.4,0,5,1,20.0,0.31,0.06,0.00,0.00,13.3,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matchs
2265,Sandro Tonali\0db169ae,it ITA,MT,Milan,it Serie A,21-230,2000,13.1,2,20,4,20.0,1.53,0.31,0.10,0.50,24.1,2,0,0,1.3,1.3,0.06,+0.7,+0.7,Matchs
2266,Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,it Serie A,31-341,1990,6.5,0,5,1,20.0,0.76,0.15,0.00,0.00,11.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matchs
2267,Ivan Toney\e09f279b,eng ENG,AT,Brentford,eng Premier League,25-283,1996,14.0,4,32,12,37.5,2.29,0.86,0.06,0.17,15.8,0,2,2,4.2,2.7,0.08,-0.2,-0.7,Matchs
2268,Ernesto Torregrossa\bf39bdec,it ITA,AT,Sampdoria,it Serie A,29-179,1992,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2269,Lucas Torreira\52611641,uy URU,MT,Fiorentina,it Serie A,25-316,1996,13.3,1,8,3,37.5,0.60,0.23,0.13,0.33,16.5,1,0,0,1.2,1.2,0.15,-0.2,-0.2,Matchs
2270,Raúl Torrente\4d753a3f,es ESP,DF,Granada,es La Liga,20-298,2001,5.4,0,1,0,0.0,0.18,0.00,0.00,,7.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matchs
2271,Ferrán Torres\9e1035f8,es ESP,AT,Manchester City,eng Premier League,21-298,2000,3.4,2,13,4,30.8,3.86,1.19,0.15,0.50,14.1,0,0,0,2.5,2.5,0.19,-0.5,-0.5,Matchs
2272,Óliver Torres\58a9a4d9,es ESP,MTAT,Sevilla,es La Liga,27-044,1994,3.6,1,5,3,60.0,1.38,0.83,0.20,0.33,20.4,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matchs
2273,Pau Torres\532e1e4f,es ESP,DF,Villarreal,es La Liga,24-342,1997,15.0,1,11,3,27.3,0.73,0.20,0.09,0.33,7.6,0,0,0,1.0,1.0,0.09,0.0,0.0,Matchs
2274,Roberto Torres\d733aa38,es ESP,MTAT,Osasuna,es La Liga,32-292,1989,5.6,2,10,2,20.0,1.78,0.36,0.00,0.00,24.5,0,2,2,1.9,0.4,0.04,+0.1,-0.4,Matchs
2275,Lucas Torró\0e4fef6e,es ESP,MT,Osasuna,es La Liga,27-158,1994,14.2,1,18,6,33.3,1.27,0.42,0.06,0.17,21.8,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matchs
2276,Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,de Bundesliga,24-139,1997,3.4,0,1,0,0.0,0.30,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matchs
2277,Cenk Tosun\9a104dee,tr TUR,AT,Everton,eng Premier League,30-200,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2278,Abdoulaye Touré\ef7cd87a,fr FRA,MT,Genoa,it Serie A,27-296,1994,4.8,0,4,0,0.0,0.84,0.00,0.00,,20.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
2279,Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,de Bundesliga,25-240,1996,3.5,0,4,2,50.0,1.15,0.58,0.00,0.00,14.8,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matchs
2280,Lucas Tousart\71ec39ef,fr FRA,MT,Hertha BSC,de Bundesliga,24-239,1997,7.7,0,7,2,28.6,0.91,0.26,0.00,0.00,25.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matchs
2281,Yoann Touzghar\4e47507a,tn TUN,AT,Troyes,fr Ligue 1,35-026,1986,10.9,2,18,8,44.4,1.65,0.73,0.11,0.25,12.0,0,0,0,3.8,3.8,0.21,-1.8,-1.8,Matchs
2282,Andros Townsend\b28bbd58,eng ENG,MT,Everton,eng Premier League,30-161,1991,14.1,3,17,9,52.9,1.21,0.64,0.12,0.22,21.7,3,1,1,2.2,1.4,0.08,+0.8,+0.6,Matchs
2283,Adama Traoré\9a28eba4,es ESP,AT,Wolves,eng Premier League,25-333,1996,11.3,0,21,5,23.8,1.87,0.44,0.00,0.00,19.7,0,0,0,1.8,1.8,0.09,-1.8,-1.8,Matchs
2284,Amadou Traore\4eb0686f,fr FRA,AT,Bordeaux,fr Ligue 1,19-292,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2285,Bertrand Traoré\c47541e0,bf BFA,MTDF,Aston Villa,eng Premier League,26-109,1995,0.6,0,4,0,0.0,6.32,0.00,0.00,,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
2286,Boubacar Traoré\999ceb5f,ml MLI,MT,Metz,fr Ligue 1,20-126,2001,6.0,1,6,2,33.3,1.01,0.34,0.17,0.50,26.0,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matchs
2287,Charles Traore\de488e56,ml MLI,DF,Nantes,fr Ligue 1,29-357,1992,6.5,0,1,1,100.0,0.15,0.15,0.00,0.00,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matchs
2288,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,fr Ligue 1,29-331,1992,16.3,1,17,5,29.4,1.04,0.31,0.06,0.20,17.1,0,0,0,1.0,1.0,0.06,0.0,0.0,Matchs
2289,Ismaël Traoré\b666421b,ci CIV,DF,Angers,fr Ligue 1,35-128,1986,18.0,3,12,6,50.0,0.67,0.33,0.25,0.50,9.0,0,0,0,1.5,1.5,0.13,+1.5,+1.5,Matchs
2290,Kevin Trapp\ce17b5eb,de GER,GB,Eint Frankfurt,de Bundesliga,31-169,1990,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
2291,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,fr Ligue 1,29-121,1992,8.3,1,7,3,42.9,0.84,0.36,0.14,0.33,25.5,1,0,0,0.2,0.2,0.03,+0.8,+0.8,Matchs
2292,Óscar Trejo\fc647b34,ar ARG,MT,Rayo Vallecano,es La Liga,33-242,1988,11.6,3,11,5,45.5,0.95,0.43,0.00,0.00,27.7,0,3,3,2.9,0.6,0.06,+0.1,-0.6,Matchs
2293,Manu Trigueros\963829d0,es ESP,MTAT,Villarreal,es La Liga,30-068,1991,11.4,3,21,7,33.3,1.84,0.61,0.14,0.43,16.7,0,0,0,2.4,2.4,0.11,+0.6,+0.6,Matchs
2294,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,de Bundesliga,34-303,1987,9.5,1,11,3,27.3,1.16,0.32,0.09,0.33,18.2,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matchs
